Season,Team,Lg,Salary
2021-22,New York Knicks,NBA,< $Minimum
2022-23,New York Knicks,NBA,"$1,639,842"
2023-24,New York Knicks,NBA,"$1,927,896"
2024-25,Milwaukee Bucks,NBA,"$2,092,344"
Career,(may be incomplete),,"$5,660,082"
