Season,Team,Lg,Salary
2007-08,Atlanta Hawks,NBA,"$1,927,080"
2008-09,Atlanta Hawks,NBA,"$2,071,680"
2009-10,Chicago Bulls,NBA,"$2,216,160"
2010-11,Golden State Warriors,NBA,"$656,030"
2010-11,Memphis Grizzlies,NBA,"$203,057"
Career,(may be incomplete),,"$7,074,007"
