"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2012-13,20,GSW,NBA,SF,12.0,12.0,461.0,0.444,0.482,0.365,0.503,0.857,0.544,0.216,0.321,98.0,100.0,102.0,101.0,114.0,102.0,80.0,132.0,
2013-14,21,GSW,NBA,SF,7.0,0.0,156.0,0.396,0.407,0.381,0.479,0.563,0.5,0.333,0.438,87.0,84.0,106.0,96.0,74.0,92.0,117.0,169.0,
2014-15,22,GSW,NBA,SF,21.0,21.0,681.0,0.44,0.478,0.355,0.495,0.735,0.519,0.17,0.31,98.0,99.0,101.0,100.0,98.0,97.0,62.0,116.0,
2015-16,23,GSW,NBA,SF,24.0,23.0,743.0,0.385,0.409,0.342,0.446,0.765,0.474,0.16,0.357,85.0,83.0,97.0,89.0,101.0,88.0,58.0,125.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,30,SAC,NBA,PF,7.0,7.0,196.0,0.417,0.543,0.24,0.467,0.731,0.525,0.433,0.417,88.0,99.0,67.0,86.0,93.0,90.0,163.0,108.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,71.0,63.0,2237.0,0.419,0.459,0.343,0.478,0.752,0.51,0.212,0.346,92.0,93.0,97.0,95.0,99.0,94.0,78.0,126.0,
,,,,,,,,,,,,,,,,,,,,,,,,
GSW (4 Yrs),GSW (4 Yrs),GSW (4 Yrs),GSW (4 Yrs),,64.0,56.0,2041.0,0.419,0.451,0.355,0.479,0.756,0.509,0.191,0.339,93.0,93.0,100.0,96.0,100.0,95.0,70.0,127.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7.0,7.0,196.0,0.417,0.543,0.24,0.467,0.731,0.525,0.433,0.417,88.0,99.0,67.0,86.0,93.0,90.0,163.0,108.0,
