Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2019-20,22,UTA,NBA,SF,2,0,14,11.2,22.5,0.5,3.7,15.0,0.25,7.5,7.5,1.0,0.583,0.0,0.0,7.5,7.5,15.0,0.0,3.7,3.7,3.7,7.5,26.2,110,109,
2020-21,23,UTA,NBA,SG,8,0,41,0.0,6.1,0.0,0.0,6.1,0.0,0.0,0.0,,0.0,0.0,0.0,3.6,0.0,3.6,0.0,1.2,0.0,0.0,9.7,0.0,50,127,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,10,0,55,2.8,10.1,0.273,0.9,8.3,0.111,1.8,1.8,1.0,0.318,0.0,0.0,4.6,1.8,6.4,0.0,1.8,0.9,0.9,9.2,6.4,84,122,
