Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2013-14,23,GSW,NBA,C,3,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,13.5,18.0,0.0,0.0,0.0,0.0,9.0,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,13.5,18.0,0.0,0.0,0.0,0.0,9.0,0.0,
