Season,Team,Lg,Salary
2018-19,Chicago Bulls,NBA,"$1,991,520"
2019-20,Chicago Bulls,NBA,"$2,332,320"
2020-21,Washington Wizards,NBA,"$2,443,440"
2021-22,San Antonio Spurs,NBA,"$4,019,459"
2021-22,Phoenix Suns,NBA,< $Minimum
Career,(may be incomplete),,"$10,786,739"
