Season,Team,Lg,Salary
2016-17,Atlanta Hawks,NBA,"$2,318,280"
2017-18,Atlanta Hawks,NBA,"$2,422,560"
2018-19,Atlanta Hawks,NBA,"$2,526,840"
2019-20,Brooklyn Nets,NBA,"$3,481,986"
2020-21,Cleveland Cavaliers,NBA,"$12,250,000"
2021-22,Minnesota Timberwolves,NBA,"$13,000,000"
2022-23,Minnesota Timberwolves,NBA,"$7,295,000"
2023-24,Los Angeles Lakers,NBA,"$4,516,000"
2024-25,Milwaukee Bucks,NBA,"$2,087,519"
Career,(may be incomplete),,"$49,898,185"
