Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,23,ATL,NBA,SG,7,0,17,11.7,14.6,0.8,0.0,0.0,11.7,14.6,0.8,0.8,0.0,0.0,0.0,5.8,5.8,2.9,5.8,0.0,2.9,2.9,23.3,128,103,
2021-22,24,ATL,NBA,SG,2,0,9,5.6,5.6,1.0,0.0,0.0,5.6,5.6,1.0,1.0,0.0,0.0,0.0,5.6,5.6,5.6,5.6,0.0,0.0,5.6,11.2,208,106,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9,0,26,9.6,11.5,0.833,0.0,0.0,9.6,11.5,0.833,0.833,0.0,0.0,0.0,5.8,5.8,3.8,5.8,0.0,1.9,3.8,19.2,141,104,
