"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('Unnamed: 18_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 23_level_0', 'Awards')"
2020-21,23,ATL,NBA,SG,7,0,17,0.8,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.25,0.2,1,0,0,
2021-22,24,ATL,NBA,SG,2,0,9,1.0,2.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9,0,26,0.833,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.833,0.833,0.2,0.167,1,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,237,0.833,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.833,0.833,0.2,0.167,9,0,0,
