Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,20.0,CHO,NBA,PG,1,0,22:23,7,11,0.636,4,8,0.5,0,0,,0,3,3,3,0,0,1,18
Career,,,NBA,,1,0,22,7,11,0.636,4,8,0.5,0,0,,0,3,3,3,0,0,1,18
