"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2009-10,22,POR,NBA,C,3.0,0.0,17.0,0.0,0.0,0.0,0.0,100.0,6.3,19.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,24,IND,NBA,C,4.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,-65.0,-67.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-13,25,IND,NBA,PF,9.0,0.0,71.0,0.0,0.0,24.0,76.0,0.0,-8.8,-10.1,1.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,1.0,
2013-14,26,SAS,NBA,PF,17.0,0.0,65.0,0.0,0.0,66.0,21.0,14.0,4.9,-5.6,0.0,0.0,3.0,1.0,2.0,0.0,12.0,0.0,0.0,
2014-15,27,SAS,NBA,PF,3.0,0.0,12.0,0.0,0.0,68.0,30.0,2.0,17.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,
2015-16,28,LAC,NBA,C,2.0,0.0,2.0,0.0,0.0,0.0,74.0,26.0,33.3,33.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,38.0,0.0,176.0,0.0,0.0,38.0,41.0,20.0,-2.9,-6.1,1.0,1.0,11.0,3.0,4.0,0.0,19.0,1.0,2.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,380.0,0.0,0.0,38.0,41.0,20.0,-2.9,-6.1,2.0,2.0,24.0,6.0,9.0,0.0,41.0,2.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,20.0,0.0,77.0,0.0,0.0,66.0,22.0,12.0,6.8,-2.1,0.0,0.0,3.0,1.0,2.0,0.0,16.0,0.0,1.0,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,13.0,0.0,80.0,0.0,0.0,21.0,67.0,11.0,-15.1,-16.6,1.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0,1.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,3.0,0.0,17.0,0.0,0.0,0.0,0.0,100.0,6.3,19.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,2.0,0.0,0.0,0.0,74.0,26.0,33.3,33.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
