Season,Team,Lg,Salary
2016-17,Sacramento Kings,NBA,"$1,439,880"
2017-18,Toronto Raptors,NBA,"$1,504,560"
2018-19,Philadelphia 76ers,NBA,"$1,569,360"
Career,(may be incomplete),,"$4,513,800"
