"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2003-04,18,DET,NBA,C,34.0,0.0,159.0,0.262,8.0,0.985,0.308,0.323,0.2,0.154,0.015,0.266,0.45,0.333,0.077,0.0,0.0,0.882,0.092,4.0,0.0,0.0,0.0,
2004-05,19,DET,NBA,C,37.0,2.0,254.0,0.329,10.4,1.0,0.263,0.184,0.289,0.263,0.0,0.329,0.7,0.214,0.227,0.15,,0.8,0.079,6.0,,0.0,0.0,
2005-06,20,2TM,NBA,C,55.0,1.0,767.0,0.509,11.0,0.991,0.321,0.184,0.115,0.372,0.009,0.513,0.64,0.558,0.407,0.414,0.0,0.681,0.077,16.0,0.0,0.0,0.0,
2005-06,20,DET,NBA,C,25.0,0.0,140.0,0.515,11.7,0.939,0.364,0.03,0.061,0.485,0.061,0.548,0.75,0.0,0.0,0.5,0.0,0.824,0.091,3.0,0.0,0.0,0.0,
2005-06,20,ORL,NBA,C,30.0,1.0,627.0,0.507,10.3,1.0,0.313,0.209,0.124,0.353,0.0,0.507,0.619,0.571,0.44,0.394,,0.657,0.075,13.0,,0.0,0.0,
2006-07,21,ORL,NBA,PF,80.0,16.0,1913.0,0.454,5.8,0.998,0.438,0.376,0.046,0.139,0.002,0.455,0.579,0.408,0.08,0.316,0.0,0.586,0.104,54.0,0.0,0.0,0.0,
2007-08,22,MEM,NBA,C,70.0,64.0,1663.0,0.438,5.7,0.998,0.392,0.442,0.088,0.076,0.002,0.439,0.592,0.353,0.318,0.289,0.0,0.63,0.08,37.0,0.0,0.0,0.0,
2008-09,23,MEM,NBA,C,61.0,15.0,1034.0,0.515,4.1,1.0,0.492,0.444,0.045,0.019,0.0,0.515,0.649,0.398,0.333,0.2,,0.672,0.154,40.0,,0.0,0.0,
2009-10,24,2TM,NBA,C,32.0,18.0,685.0,0.49,7.6,0.995,0.186,0.578,0.206,0.025,0.005,0.493,0.763,0.424,0.452,0.4,0.0,0.5,0.02,4.0,0.0,0.0,0.0,
2009-10,24,NYK,NBA,C,8.0,0.0,71.0,0.471,7.9,1.0,0.118,0.706,0.059,0.118,0.0,0.471,1.0,0.417,1.0,0.0,,0.375,0.0,0.0,,0.0,0.0,
2009-10,24,MIN,NBA,C,24.0,18.0,614.0,0.492,7.3,0.995,0.193,0.567,0.219,0.016,0.005,0.495,0.75,0.425,0.439,0.667,0.0,0.511,0.021,4.0,0.0,0.0,0.0,
2010-11,25,MIN,NBA,C,69.0,69.0,1686.0,0.469,5.0,1.0,0.327,0.614,0.057,0.002,0.0,0.469,0.635,0.406,0.182,1.0,,0.509,0.062,36.0,,0.0,0.0,
2011-12,26,MIN,NBA,C,29.0,23.0,472.0,0.454,4.2,1.0,0.469,0.492,0.038,0.0,0.0,0.454,0.574,0.375,0.0,,,0.644,0.077,9.0,,0.0,0.0,
