"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2019-20,22,PHO,NBA,SG,31.0,0.0,328.0,0.336,0.381,0.28,0.398,0.75,0.425,0.142,0.442,73.0,73.0,78.0,75.0,97.0,75.0,54.0,115.0,-29.5,-33.6,
2020-21,23,OKC,NBA,SG,33.0,1.0,788.0,0.446,0.479,0.423,0.57,0.765,0.585,0.118,0.585,96.0,90.0,115.0,106.0,98.0,102.0,48.0,149.0,18.2,7.7,
2021-22,24,OKC,NBA,SG,48.0,4.0,801.0,0.378,0.493,0.29,0.46,0.809,0.488,0.143,0.567,82.0,93.0,82.0,87.0,104.0,86.0,58.0,142.0,-46.8,-54.7,
2022-23,25,GSW,NBA,SG,45.0,2.0,816.0,0.488,0.546,0.389,0.56,0.927,0.594,0.169,0.372,103.0,100.0,108.0,103.0,119.0,102.0,64.0,96.0,7.1,6.7,
2023-24,26,CLE,NBA,SG,2.0,0.0,15.0,0.5,0.667,0.0,0.5,,0.5,0.0,0.25,105.0,122.0,0.0,91.0,,86.0,0.0,63.0,-0.4,-0.6,
2024-25,27,CLE,NBA,SG,70.0,3.0,1392.0,0.516,0.57,0.439,0.606,0.872,0.643,0.239,0.409,110.0,105.0,122.0,112.0,112.0,112.0,99.0,97.0,77.8,90.8,6MOY-3
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,229.0,10.0,4140.0,0.458,0.526,0.381,0.547,0.85,0.578,0.18,0.47,98.0,97.0,106.0,101.0,109.0,101.0,72.0,117.0,26.4,16.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,81.0,5.0,1589.0,0.41,0.487,0.353,0.511,0.79,0.533,0.132,0.576,88.0,92.0,98.0,96.0,102.0,94.0,53.0,145.0,-28.6,-47.0,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,72.0,3.0,1407.0,0.516,0.571,0.437,0.605,0.872,0.642,0.238,0.408,110.0,105.0,121.0,111.0,112.0,111.0,98.0,97.0,77.4,90.2,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,45.0,2.0,816.0,0.488,0.546,0.389,0.56,0.927,0.594,0.169,0.372,103.0,100.0,108.0,103.0,119.0,102.0,64.0,96.0,7.1,6.7,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,31.0,0.0,328.0,0.336,0.381,0.28,0.398,0.75,0.425,0.142,0.442,73.0,73.0,78.0,75.0,97.0,75.0,54.0,115.0,-29.5,-33.6,
