Season,Team,Lg,Salary
2001-02,Boston Celtics,NBA,"$1,608,840"
2002-03,Phoenix Suns,NBA,"$1,729,560"
2003-04,Phoenix Suns,NBA,"$1,850,160"
2004-05,Phoenix Suns,NBA,"$2,358,954"
2005-06,Atlanta Hawks,NBA,"$12,000,000"
2006-07,Atlanta Hawks,NBA,"$12,744,189"
2007-08,Atlanta Hawks,NBA,"$13,488,377"
2008-09,Atlanta Hawks,NBA,"$14,232,567"
2009-10,Atlanta Hawks,NBA,"$14,976,754"
2010-11,Atlanta Hawks,NBA,"$16,324,500"
2011-12,Atlanta Hawks,NBA,"$18,038,573"
2012-13,Brooklyn Nets,NBA,"$19,752,645"
2013-14,Brooklyn Nets,NBA,"$21,466,718"
2014-15,Brooklyn Nets,NBA,"$23,180,790"
2015-16,Brooklyn Nets,NBA,"$24,894,863"
2015-16,Miami Heat,NBA,"$414,481"
2016-17,Utah Jazz,NBA,"$11,000,000"
2017-18,Sacramento Kings,NBA,"$9,505,000"
2017-18,Houston Rockets,NBA,"$473,835"
2019-20,Detroit Pistons,NBA,"$220,000"
2021-22,Boston Celtics,NBA,"$151,821"
Career,(may be incomplete),,"$220,412,627"
