"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2015-16,24.0,TOT,NBA,47:06,14.0,29.0,3.0,5.0,11.0,24.0,5.0,8.0,1.0,3.0,4.0,7.0,1.0,1.0,5.0,5.0,36.0,19.6
2015-16,24.0,PHO,NBA,25:06,4.0,9.0,1.0,2.0,3.0,7.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0,12.0,8.5
2015-16,24.0,CLE,NBA,47:06,14.0,29.0,3.0,5.0,11.0,24.0,5.0,8.0,1.0,3.0,4.0,7.0,0.0,1.0,5.0,5.0,36.0,19.6
2016-17,25.0,CLE,NBA,33:19,8.0,15.0,3.0,5.0,6.0,10.0,6.0,7.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,21.0,15.9
2018-19,27.0,WAS,NBA,28:06,8.0,11.0,2.0,5.0,8.0,10.0,8.0,8.0,2.0,6.0,6.0,7.0,3.0,2.0,2.0,4.0,21.0,19.7
2019-20,28.0,TOT,NBA,38:18,12.0,26.0,6.0,10.0,8.0,21.0,7.0,9.0,4.0,8.0,8.0,8.0,2.0,3.0,4.0,5.0,35.0,29.5
2019-20,28.0,WAS,NBA,38:18,12.0,26.0,6.0,10.0,8.0,21.0,7.0,9.0,4.0,8.0,8.0,8.0,2.0,3.0,4.0,5.0,35.0,29.5
2019-20,28.0,DEN,NBA,16:44,2.0,5.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,1.0,0.0,2.0,8.0,9.5
2019-20,28.0,DET,NBA,27:13,5.0,13.0,2.0,7.0,4.0,10.0,6.0,8.0,0.0,7.0,7.0,3.0,0.0,0.0,2.0,4.0,15.0,7.6
Career,,,,47:06,14.0,29.0,6.0,10.0,11.0,24.0,8.0,9.0,4.0,8.0,8.0,8.0,3.0,3.0,5.0,5.0,36.0,29.5
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,WAS,NBA,38:18,12.0,26.0,6.0,10.0,8.0,21.0,8.0,9.0,4.0,8.0,8.0,8.0,3.0,3.0,4.0,5.0,35.0,29.5
2 Seasons,,CLE,NBA,47:06,14.0,29.0,3.0,5.0,11.0,24.0,6.0,8.0,2.0,4.0,4.0,7.0,2.0,2.0,5.0,5.0,36.0,19.6
1 Season,,PHO,NBA,25:06,4.0,9.0,1.0,2.0,3.0,7.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0,12.0,8.5
1 Season,,DEN,NBA,16:44,2.0,5.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,1.0,0.0,2.0,8.0,9.5
1 Season,,DET,NBA,27:13,5.0,13.0,2.0,7.0,4.0,10.0,6.0,8.0,0.0,7.0,7.0,3.0,0.0,0.0,2.0,4.0,15.0,7.6
