"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2004-05,18.0,VANDY,34,531,56,112,5,18,18,42,53,129,25,20,2,19,55,135,0.5,0.278,0.429,15.6,4.0,3.8,0.7
2005-06,19.0,VANDY,30,873,135,264,3,17,52,86,82,191,61,37,11,54,80,325,0.511,0.176,0.605,29.1,10.8,6.4,2.0
2007-08,21.0,MISSOURI,32,809,162,302,3,17,90,147,91,213,42,36,21,48,85,417,0.536,0.176,0.612,25.3,13.0,6.7,1.3
2008-09,22.0,MISSOURI,38,1064,246,441,16,44,121,191,92,273,82,59,25,56,84,629,0.558,0.364,0.634,28.0,16.6,7.2,2.2
Career,,,134,3277,599,1119,27,96,281,466,318,806,210,152,59,177,304,1506,0.535,0.281,0.603,24.5,11.2,6.0,1.6
