Season,Team,Lg,Salary
2014-15,Philadelphia 76ers,NBA,"$884,879"
2015-16,Philadelphia 76ers,NBA,"$845,059"
2016-17,Oklahoma City Thunder,NBA,"$980,431"
2017-18,Oklahoma City Thunder,NBA,"$1,524,305"
2018-19,Oklahoma City Thunder,NBA,"$8,653,847"
2019-20,Denver Nuggets,NBA,"$9,346,153"
2020-21,Detroit Pistons,NBA,"$19,050,000"
2021-22,Detroit Pistons,NBA,"$20,002,500"
2022-23,Portland Trail Blazers,NBA,"$20,955,000"
2023-24,Portland Trail Blazers,NBA,"$27,586,207"
2024-25,Portland Trail Blazers,NBA,"$29,793,104"
Career,(may be incomplete),,"$139,621,485"
