"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2013-14,24,WAS,NBA,EC1,CHI,W (4-1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2013-14,24,WAS,NBA,ECS,IND,L (2-4),3.0,1.7,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,
2014-15,25,WAS,NBA,EC1,TOR,W (4-0),3.0,11.0,6.7,2.3,0.7,0.3,0.0,9.0,16.0,0.563,0.0,0.0,9.0,16.0,0.563,0.563,2.0,4.0,0.5,0.0,7.0,7.0,2.0,1.0,0.0,2.0,6.0,20.0,
2014-15,25,WAS,NBA,ECS,ATL,L (2-4),3.0,13.0,4.3,4.0,0.0,0.3,0.3,6.0,15.0,0.4,0.0,0.0,6.0,15.0,0.4,0.4,1.0,2.0,0.5,3.0,9.0,12.0,0.0,1.0,1.0,2.0,4.0,13.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,27,IND,NBA,EC1,CLE,L (0-4),4.0,14.8,7.3,3.5,1.0,0.0,0.5,12.0,26.0,0.462,0.0,0.0,12.0,26.0,0.462,0.462,5.0,7.0,0.714,8.0,6.0,14.0,4.0,0.0,2.0,4.0,10.0,29.0,
3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),2-3,14.0,9.8,4.4,2.5,0.4,0.1,0.2,27.0,60.0,0.45,0.0,0.0,27.0,60.0,0.45,0.45,8.0,13.0,0.615,12.0,23.0,35.0,6.0,2.0,3.0,9.0,21.0,62.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),2-1,8.0,11.6,6.1,2.6,0.8,0.1,0.3,21.0,42.0,0.5,0.0,0.0,21.0,42.0,0.5,0.5,7.0,11.0,0.636,8.0,13.0,21.0,6.0,1.0,2.0,6.0,16.0,49.0,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),0-2,6.0,7.3,2.2,2.3,0.0,0.2,0.2,6.0,18.0,0.333,0.0,0.0,6.0,18.0,0.333,0.333,1.0,2.0,0.5,4.0,10.0,14.0,0.0,1.0,1.0,3.0,5.0,13.0,
