Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,24.0,GSW,NBA,C,1,0,6:23,1,1,1.0,0,0,,0,0,,0,0,1,1,0,2,0,2
Career,,,NBA,,1,0,6,1,1,1.0,0,0,,0,0,,0,0,1,1,0,2,0,2
