Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2007-08,21,2TM,NBA,PF,11.0,0.0,36.0,5.0,20.0,0.25,0.0,0.0,5.0,20.0,0.25,0.25,0.0,0.0,4.0,8.0,12.0,3.0,1.0,1.0,0.0,3.0,10.0,0.0,
2007-08,21,SAS,NBA,SF,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2007-08,21,LAC,NBA,PF,10.0,0.0,34.0,5.0,19.0,0.263,0.0,0.0,5.0,19.0,0.263,0.263,0.0,0.0,4.0,8.0,12.0,3.0,1.0,0.0,0.0,3.0,10.0,0.0,
2008-09,22,SAS,NBA,PF,2.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13.0,0.0,39.0,7.0,22.0,0.318,0.0,0.0,7.0,22.0,0.318,0.318,0.0,0.0,4.0,8.0,12.0,3.0,1.0,1.0,0.0,4.0,14.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,246.0,44.0,139.0,0.318,0.0,0.0,44.0,139.0,0.318,0.318,0.0,0.0,25.0,50.0,76.0,19.0,6.0,6.0,0.0,25.0,88.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,3.0,0.0,5.0,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,10.0,0.0,34.0,5.0,19.0,0.263,0.0,0.0,5.0,19.0,0.263,0.263,0.0,0.0,4.0,8.0,12.0,3.0,1.0,0.0,0.0,3.0,10.0,0.0,
