"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2005-06,19.0,ARIZONA,33,952,159,351,30,69,82,113,61,154,61,32,18,59,60,430,0.453,0.435,0.726,28.8,13.0,4.7,1.8
2006-07,20.0,ARIZONA,30,987,196,397,23,80,82,118,63,200,67,33,23,80,66,497,0.494,0.288,0.695,32.9,16.6,6.7,2.2
Career,,,63,1939,355,748,53,149,164,231,124,354,128,65,41,139,126,927,0.475,0.356,0.71,30.8,14.7,5.6,2.0
