Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2007-08,21,2TM,NBA,PF,11.0,0.0,36.0,5.0,20.0,0.25,0.0,0.0,5.0,20.0,0.25,0.25,0.0,0.0,4.0,8.0,12.0,3.0,1.0,1.0,0.0,3.0,10.0,
2007-08,21,SAS,NBA,SF,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,
2007-08,21,LAC,NBA,PF,10.0,0.0,34.0,5.3,20.1,0.263,0.0,0.0,5.3,20.1,0.263,0.263,0.0,0.0,4.2,8.5,12.7,3.2,1.1,0.0,0.0,3.2,10.6,
2008-09,22,SAS,NBA,PF,2.0,0.0,3.0,24.0,24.0,1.0,0.0,0.0,24.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,48.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13.0,0.0,39.0,6.5,20.3,0.318,0.0,0.0,6.5,20.3,0.318,0.318,0.0,0.0,3.7,7.4,11.1,2.8,0.9,0.9,0.0,3.7,12.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,3.0,0.0,5.0,14.4,21.6,0.667,0.0,0.0,14.4,21.6,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,7.2,28.8,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,10.0,0.0,34.0,5.3,20.1,0.263,0.0,0.0,5.3,20.1,0.263,0.263,0.0,0.0,4.2,8.5,12.7,3.2,1.1,0.0,0.0,3.2,10.6,
