"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2014-15,20,HOU,NBA,C,12.0,0.0,90.0,0.483,1.6,1.0,0.724,0.276,0.0,0.0,0.0,0.483,0.667,0.0,,,,0.929,0.379,10.0,,0.0,0.0,
2015-16,21,HOU,NBA,C,77.0,35.0,1471.0,0.582,1.7,0.997,0.786,0.209,0.0,0.003,0.003,0.583,0.66,0.301,,0.0,0.0,0.667,0.277,98.0,0.0,1.0,0.0,
2016-17,22,HOU,NBA,C,65.0,59.0,1551.0,0.643,2.0,1.0,0.787,0.202,0.005,0.004,0.0,0.643,0.725,0.342,0.333,0.5,,0.826,0.318,163.0,,0.0,0.0,
2017-18,23,HOU,NBA,C,74.0,74.0,2034.0,0.652,1.7,0.999,0.802,0.18,0.016,0.0,0.001,0.653,0.718,0.385,0.455,,0.0,0.819,0.351,213.0,0.0,0.0,0.0,DPOY-14
2018-19,24,HOU,NBA,C,67.0,67.0,2249.0,0.648,2.4,1.0,0.75,0.24,0.01,0.0,0.0,0.648,0.747,0.364,0.0,,,0.812,0.351,240.0,,0.0,0.0,
2019-20,25,HOU,NBA,C,39.0,39.0,1279.0,0.629,2.3,1.0,0.76,0.232,0.008,0.0,0.0,0.629,0.722,0.333,0.333,,,0.803,0.327,123.0,,0.0,0.0,
2020-21,26,ATL,NBA,C,63.0,63.0,1898.0,0.594,2.4,1.0,0.709,0.269,0.017,0.004,0.0,0.594,0.684,0.385,0.25,0.333,,0.668,0.259,168.0,,0.0,0.0,DPOY-6
2021-22,27,ATL,NBA,C,74.0,73.0,2042.0,0.613,2.2,0.998,0.757,0.22,0.007,0.002,0.002,0.614,0.687,0.391,0.5,0.0,0.0,0.759,0.293,163.0,0.0,1.0,0.0,
2022-23,28,ATL,NBA,C,65.0,63.0,1730.0,0.653,2.1,0.998,0.761,0.218,0.004,0.004,0.002,0.654,0.725,0.402,0.0,0.5,0.0,0.717,0.287,144.0,0.0,1.0,0.0,
2023-24,29,ATL,NBA,C,73.0,73.0,1883.0,0.571,2.5,0.998,0.693,0.291,0.011,0.003,0.002,0.572,0.636,0.433,0.429,0.0,0.0,0.68,0.252,144.0,0.0,1.0,0.0,
2024-25,30,ATL,NBA,C,55.0,41.0,1176.0,0.559,3.0,0.997,0.638,0.323,0.033,0.003,0.003,0.56,0.643,0.429,0.308,0.0,0.0,0.775,0.262,87.0,0.0,0.0,0.0,
2025-26,31,HOU,NBA,C,12.0,0.0,122.0,0.643,2.0,1.0,0.75,0.25,0.0,0.0,0.0,0.643,0.762,0.286,,,,0.611,0.393,10.0,,0.0,0.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,676.0,587.0,17525.0,0.617,2.2,0.999,0.746,0.237,0.011,0.002,0.001,0.617,0.699,0.38,0.306,0.25,0.0,0.756,0.301,1563.0,0.0,4.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,71.0,2126.0,0.617,2.2,0.999,0.746,0.237,0.011,0.002,0.001,0.617,0.699,0.38,0.306,0.25,0.0,0.756,0.301,190.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (7 Yrs),HOU (7 Yrs),HOU (7 Yrs),HOU (7 Yrs),,346.0,274.0,8796.0,0.634,2.0,0.999,0.776,0.213,0.009,0.001,0.001,0.635,0.719,0.345,0.292,0.333,0.0,0.795,0.331,857.0,0.0,1.0,0.0,
ATL (5 Yrs),ATL (5 Yrs),ATL (5 Yrs),ATL (5 Yrs),,330.0,313.0,8729.0,0.599,2.4,0.999,0.716,0.261,0.013,0.003,0.001,0.6,0.678,0.408,0.316,0.222,0.0,0.714,0.27,706.0,0.0,3.0,0.0,
