"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('Unnamed: 18_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 23_level_0', 'Awards')"
2023-24,25,NYK,NBA,C,5.0,0.0,27.0,1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,
2024-25,26,MIL,NBA,C,5.0,0.0,58.0,1.0,1.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.833,0.667,4.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,10.0,0.0,85.0,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.625,5.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,697.0,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.625,41.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,0.0,58.0,1.0,1.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.833,0.667,4.0,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,5.0,0.0,27.0,1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,
