"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2018-19,21,SAS,NBA,PF,29.0,0.0,145.0,0.328,9.6,0.966,0.19,0.414,0.172,0.19,0.034,0.339,0.545,0.458,0.2,0.0,0.0,0.632,,0.121,6.0,0.0,,0.0,0.0,
2019-20,22,SAS,NBA,C,18.0,0.0,105.0,0.571,9.0,0.952,0.405,0.238,0.095,0.214,0.048,0.6,0.765,0.5,0.5,0.444,0.0,0.708,,0.238,9.0,0.0,,0.0,0.0,
2020-21,23,SAC,NBA,C,36.0,6.0,488.0,0.508,11.0,0.793,0.318,0.212,0.151,0.112,0.207,0.549,0.789,0.368,0.333,0.5,0.351,0.731,0.923,0.19,29.0,0.081,0.667,0.0,0.0,
2021-22,24,SAC,NBA,C,60.0,20.0,1279.0,0.452,14.0,0.586,0.229,0.223,0.085,0.049,0.414,0.555,0.718,0.49,0.368,0.409,0.306,0.74,0.965,0.167,63.0,0.301,0.304,0.0,0.0,
2022-23,25,SAC,NBA,PF,66.0,0.0,689.0,0.589,7.5,0.826,0.466,0.274,0.055,0.014,0.174,0.663,0.804,0.483,0.25,0.667,0.237,0.75,1.0,0.32,62.0,0.079,0.0,0.0,0.0,
2023-24,26,2TM,NBA,C,51.0,12.0,859.0,0.504,12.7,0.615,0.311,0.217,0.061,0.025,0.385,0.633,0.803,0.491,0.4,0.333,0.298,0.737,0.929,0.156,34.0,0.319,0.333,0.0,0.0,
2023-24,26,PHO,NBA,C,37.0,5.0,448.0,0.508,12.2,0.608,0.385,0.162,0.038,0.023,0.392,0.646,0.82,0.333,0.4,0.333,0.294,0.824,1.0,0.192,23.0,0.294,0.467,0.0,0.0,
2023-24,26,DET,NBA,C,14.0,7.0,411.0,0.5,13.2,0.623,0.228,0.281,0.088,0.026,0.377,0.62,0.769,0.594,0.4,0.333,0.302,0.636,0.846,0.114,11.0,0.349,0.2,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,260.0,38.0,3565.0,0.495,10.9,0.699,0.307,0.239,0.089,0.06,0.301,0.579,0.768,0.47,0.34,0.38,0.298,0.734,0.953,0.196,203.0,0.256,0.315,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,1124.0,0.495,10.9,0.699,0.307,0.239,0.089,0.06,0.301,0.579,0.768,0.47,0.34,0.38,0.298,0.734,0.953,0.196,64.0,0.256,0.315,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,162.0,26.0,2456.0,0.499,10.8,0.692,0.309,0.234,0.091,0.053,0.308,0.587,0.767,0.465,0.338,0.467,0.303,0.741,0.962,0.211,154.0,0.238,0.306,0.0,0.0,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,47.0,0.0,250.0,0.43,9.3,0.96,0.28,0.34,0.14,0.2,0.04,0.448,0.679,0.471,0.286,0.2,0.0,0.674,,0.17,15.0,0.0,,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,37.0,5.0,448.0,0.508,12.2,0.608,0.385,0.162,0.038,0.023,0.392,0.646,0.82,0.333,0.4,0.333,0.294,0.824,1.0,0.192,23.0,0.294,0.467,0.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,14.0,7.0,411.0,0.5,13.2,0.623,0.228,0.281,0.088,0.026,0.377,0.62,0.769,0.594,0.4,0.333,0.302,0.636,0.846,0.114,11.0,0.349,0.2,0.0,0.0,
