"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2000-01,25,TOR,NBA,C,3.0,0.0,10.0,0.25,10.3,1.0,0.25,0.25,0.25,0.25,0.0,0.25,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,
2001-02,26,TOR,NBA,C,5.0,0.0,46.0,0.6,6.1,1.0,0.5,0.2,0.2,0.1,0.0,0.6,0.6,0.5,0.5,1.0,,0.667,0.0,0.0,,0.0,0.0,
2002-03,27,TOR,NBA,C,22.0,8.0,364.0,0.448,6.3,1.0,0.344,0.417,0.167,0.073,0.0,0.448,0.576,0.375,0.375,0.429,,0.558,0.031,3.0,,0.0,0.0,
2003-04,28,2TM,NBA,C,28.0,1.0,366.0,0.391,4.9,1.0,0.667,0.203,0.087,0.043,0.0,0.391,0.543,0.071,0.0,0.333,,0.778,0.116,8.0,,0.0,0.0,
2003-04,28,DAL,NBA,C,3.0,0.0,7.0,0.0,6.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,
2003-04,28,ATL,NBA,C,25.0,1.0,359.0,0.397,3.5,1.0,0.676,0.191,0.088,0.044,0.0,0.397,0.543,0.077,0.0,0.333,,0.778,0.118,8.0,,0.0,0.0,
2004-05,29,LAC,NBA,C,11.0,0.0,72.0,0.4,8.6,0.95,0.4,0.3,0.2,0.05,0.05,0.421,0.5,0.5,0.25,0.0,0.0,0.25,0.05,0.0,0.0,1.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,69.0,9.0,858.0,0.427,6.8,0.995,0.467,0.317,0.146,0.065,0.005,0.429,0.559,0.317,0.276,0.385,0.0,0.612,0.06,11.0,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,11.0,1020.0,0.427,6.8,0.995,0.467,0.317,0.146,0.065,0.005,0.429,0.559,0.317,0.276,0.385,0.0,0.612,0.06,13.0,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),,30.0,8.0,420.0,0.455,7.5,1.0,0.355,0.391,0.173,0.082,0.0,0.455,0.59,0.372,0.368,0.444,,0.58,0.027,3.0,,0.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,25.0,1.0,359.0,0.397,3.5,1.0,0.676,0.191,0.088,0.044,0.0,0.397,0.543,0.077,0.0,0.333,,0.778,0.118,8.0,,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,11.0,0.0,72.0,0.4,8.6,0.95,0.4,0.3,0.2,0.05,0.05,0.421,0.5,0.5,0.25,0.0,0.0,0.25,0.05,0.0,0.0,1.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,3.0,0.0,7.0,0.0,6.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,
