Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2002-03,22,MEM,NBA,PF,12.0,0.0,72.0,6.0,20.0,0.3,0.0,0.0,6.0,20.0,0.3,0.3,7.0,18.0,0.389,6.0,11.0,17.0,3.0,0.0,3.0,7.0,9.0,19.0,0.0,
2003-04,23,3TM,NBA,PF,32.0,3.0,256.0,9.0,33.0,0.273,0.0,0.0,9.0,33.0,0.273,0.273,14.0,31.0,0.452,21.0,31.0,52.0,13.0,14.0,3.0,10.0,50.0,32.0,0.0,
2003-04,23,PHO,NBA,PF,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,
2003-04,23,ORL,NBA,PF,1.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,
2003-04,23,TOR,NBA,C,30.0,3.0,246.0,8.0,30.0,0.267,0.0,0.0,8.0,30.0,0.267,0.267,13.0,27.0,0.481,21.0,29.0,50.0,12.0,13.0,3.0,9.0,49.0,29.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,44.0,3.0,328.0,15.0,53.0,0.283,0.0,0.0,15.0,53.0,0.283,0.283,21.0,49.0,0.429,27.0,42.0,69.0,16.0,14.0,6.0,17.0,59.0,51.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,6.0,611.0,28.0,99.0,0.283,0.0,0.0,28.0,99.0,0.283,0.283,39.0,91.0,0.429,50.0,78.0,129.0,30.0,26.0,11.0,32.0,110.0,95.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,30.0,3.0,246.0,8.0,30.0,0.267,0.0,0.0,8.0,30.0,0.267,0.267,13.0,27.0,0.481,21.0,29.0,50.0,12.0,13.0,3.0,9.0,49.0,29.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,12.0,0.0,72.0,6.0,20.0,0.3,0.0,0.0,6.0,20.0,0.3,0.3,7.0,18.0,0.389,6.0,11.0,17.0,3.0,0.0,3.0,7.0,9.0,19.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,1.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,
