Season,Team,Lg,Salary
2009-10,Phoenix Suns,NBA,"$1,766,280"
2010-11,Orlando Magic,NBA,"$1,898,760"
2011-12,Orlando Magic,NBA,"$1,160,000"
2012-13,Los Angeles Lakers,NBA,"$1,240,000"
2013-14,Cleveland Cavaliers,NBA,"$4,250,000"
2014-15,Brooklyn Nets,NBA,"$62,552"
Career,(may be incomplete),,"$10,377,592"
