Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2024-25,23,LAL,NBA,SF,2,0,4,18.0,45.0,0.4,9.0,36.0,0.25,9.0,9.0,1.0,0.5,0.0,0.0,18.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,45.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,4,18.0,45.0,0.4,9.0,36.0,0.25,9.0,9.0,1.0,0.5,0.0,0.0,18.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,45.0,
