"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2019-20,19,OKC,NBA,PF,61.0,9.0,1130.0,0.394,0.432,0.348,0.472,0.694,0.497,0.196,0.445,86.0,82.0,97.0,89.0,90.0,88.0,75.0,116.0,-36.3,-46.8,
2020-21,20,OKC,NBA,PF,55.0,55.0,1714.0,0.396,0.47,0.29,0.456,0.702,0.491,0.258,0.414,85.0,89.0,79.0,85.0,90.0,86.0,105.0,106.0,-113.3,-124.6,
2021-22,21,OKC,NBA,PF,69.0,53.0,1924.0,0.422,0.511,0.297,0.484,0.688,0.515,0.262,0.414,92.0,96.0,84.0,91.0,89.0,91.0,106.0,104.0,-62.1,-74.3,
2022-23,22,2TM,NBA,C,43.0,1.0,616.0,0.454,0.485,0.377,0.508,0.543,0.524,0.383,0.29,95.0,88.0,105.0,93.0,69.0,90.0,144.0,75.0,-13.6,-24.5,
2022-23,22,OKC,NBA,C,36.0,1.0,555.0,0.449,0.469,0.4,0.506,0.554,0.525,0.411,0.285,95.0,86.0,111.0,93.0,71.0,90.0,154.0,74.0,-12.3,-20.9,
2022-23,22,PHO,NBA,C,7.0,0.0,61.0,0.48,0.588,0.25,0.52,0.4,0.515,0.2,0.32,101.0,107.0,69.0,95.0,51.0,89.0,75.0,83.0,-1.3,-3.6,
2023-24,23,2TM,NBA,PF,9.0,0.0,152.0,0.6,0.727,0.25,0.633,0.833,0.68,0.4,0.267,126.0,133.0,68.0,116.0,106.0,117.0,164.0,68.0,5.2,7.0,
2023-24,23,PHI,NBA,PF,3.0,0.0,10.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2,
2023-24,23,UTA,NBA,PF,6.0,0.0,142.0,0.621,0.762,0.25,0.655,0.833,0.7,0.414,0.276,131.0,140.0,68.0,120.0,106.0,121.0,169.0,70.0,6.3,8.2,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,237.0,118.0,5536.0,0.414,0.485,0.309,0.476,0.677,0.507,0.263,0.405,88.0,91.0,86.0,89.0,87.0,89.0,105.0,103.0,-220.1,-263.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,221.0,118.0,5323.0,0.41,0.478,0.31,0.473,0.676,0.503,0.262,0.408,88.0,90.0,86.0,88.0,87.0,88.0,104.0,104.0,-224.0,-266.6,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,7.0,0.0,61.0,0.48,0.588,0.25,0.52,0.4,0.515,0.2,0.32,101.0,107.0,69.0,95.0,51.0,89.0,75.0,83.0,-1.3,-3.6,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,6.0,0.0,142.0,0.621,0.762,0.25,0.655,0.833,0.7,0.414,0.276,131.0,140.0,68.0,120.0,106.0,121.0,169.0,70.0,6.3,8.2,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,3.0,0.0,10.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2,
