Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2011-12,21,DEN,NBA,SF,2,0,5,21.3,31.9,0.667,0.0,0.0,21.3,31.9,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,10.6,10.6,42.5,85,94,
2012-13,22,DEN,NBA,SF,1,0,2,0.0,24.7,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,7,14.9,29.7,0.5,0.0,0.0,14.9,29.7,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,7.4,7.4,29.7,68,102,
