Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,PHO,NBA,SG,1.0,0.0,19:00,3.0,8.0,0.375,0.0,4.0,0.0,0.0,0.0,,2.0,4.0,0.0,0.0,1.0,4.0,1.0,6.0
2020-21,24.0,PHO,NBA,SG,,,,,,,,,,,,,,,,,,,,
2021-22,25.0,PHO,NBA,SG,1.0,0.0,29:56,9.0,18.0,0.5,2.0,9.0,0.222,0.0,0.0,,0.0,5.0,2.0,4.0,0.0,5.0,1.0,20.0
2023-24,27.0,PHO,NBA,PG,1.0,0.0,19:05,7.0,14.0,0.5,1.0,7.0,0.143,0.0,0.0,,0.0,4.0,7.0,2.0,0.0,0.0,0.0,15.0
Career,,,NBA,,3.0,0.0,68,19.0,40.0,,3.0,20.0,,0.0,0.0,,2.0,13.0,9.0,6.0,1.0,9.0,2.0,41.0
