Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,POR,,CHI,"L, 121-122",*,37,10,18,0.556,5,9,0.556,8,10,0.8,4,5,9,4,0,0,3,3,33,26.5,10
2025-11-16,POR,@,DAL,"L, 133-138 (OT)",*,39,7,20,0.35,4,9,0.444,8,10,0.8,2,3,5,2,0,0,1,4,26,15.1,-7
2025-11-14,POR,@,HOU,"L, 116-140",,29,4,8,0.5,1,3,0.333,4,5,0.8,1,1,2,3,0,0,1,3,13,9.5,-30
2025-11-12,POR,@,NOP,"W, 125-117",,7,1,3,0.333,0,0,,0,0,,1,1,2,1,0,0,0,0,2,2.0,4
2025-11-10,POR,@,ORL,"L, 112-115",,31,6,17,0.353,2,7,0.286,3,4,0.75,0,1,1,4,0,0,1,5,17,7.2,-1
