"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2020-21,20,POR,NBA,PF,3.0,0.0,9.0,0.25,25.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.25,,0.0,0.0,0.0,0.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,23,PHO,NBA,SF,4.0,0.0,14.0,0.6,18.9,0.4,0.0,0.2,0.2,0.0,0.6,1.0,1.0,1.0,0.333,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7.0,0.0,23.0,0.444,22.2,0.222,0.0,0.111,0.111,0.0,0.778,1.0,1.0,1.0,0.286,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,269.0,0.444,22.2,0.222,0.0,0.111,0.111,0.0,0.778,1.0,1.0,1.0,0.286,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,0.0,14.0,0.6,18.9,0.4,0.0,0.2,0.2,0.0,0.6,1.0,1.0,1.0,0.333,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,3.0,0.0,9.0,0.25,25.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.25,,0.0,0.0,0.0,0.0,,0.0,0.0,
