Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,22,CHI,NBA,PF,65,11,757,95,210,.452,15,46,.326,80,164,.488,.488,51,70,.729,34,94,128,48,21,43,62,126,256,0,
2010-11,23,2TM,NBA,SF,38,25,822,108,237,.456,8,34,.235,100,203,.493,.473,47,71,.662,37,105,142,89,33,37,64,95,271,0,
2010-11,23,CHI,NBA,SF,13,0,123,17,41,.415,2,9,.222,15,32,.469,.439,6,13,.462,6,18,24,14,8,9,18,25,42,0,
2010-11,23,TOR,NBA,SF,25,25,699,91,196,.464,6,25,.240,85,171,.497,.480,41,58,.707,31,87,118,75,25,28,46,70,229,0,
2011-12,24,TOR,NBA,SF,62,40,1561,233,518,.450,19,60,.317,214,458,.467,.468,81,115,.704,74,218,292,122,71,84,101,177,566,0,
2012-13,25,SAC,NBA,SF,54,11,878,117,283,.413,2,21,.095,115,262,.439,.417,40,67,.597,49,96,145,58,41,50,68,99,276,0,
2013-14,26,MEM,NBA,SF,52,4,956,143,308,.464,22,87,.253,121,221,.548,.500,76,90,.844,60,106,166,111,42,57,66,102,384,0,
2014-15,27,TOR,NBA,PF,70,17,1370,238,404,.589,11,51,.216,227,353,.643,.603,67,102,.657,61,196,257,95,54,70,79,155,554,0,
2015-16,28,TOR,NBA,PF,57,32,926,114,240,.475,20,66,.303,94,174,.540,.517,39,68,.574,28,98,126,67,29,33,54,84,287,0,
2016-17,29,MIA,NBA,PF,76,5,2085,368,769,.479,87,256,.340,281,513,.548,.535,152,215,.707,66,310,376,276,76,86,171,197,975,0,6MOY-5
2017-18,30,MIA,NBA,PF,73,41,1943,309,614,.503,57,185,.308,252,429,.587,.550,113,162,.698,61,297,358,280,70,51,141,192,788,0,
2018-19,31,MIA,NBA,PF,55,33,1164,164,379,.433,50,149,.336,114,230,.496,.499,50,70,.714,22,154,176,135,35,27,74,114,428,0,
2019-20,32,2TM,NBA,PF,32,1,619,103,215,.479,33,91,.363,70,124,.565,.556,31,48,.646,25,93,118,74,25,32,48,80,270,0,
2019-20,32,MIA,NBA,PF,18,0,281,39,87,.448,16,45,.356,23,42,.548,.540,8,14,.571,8,44,52,21,6,13,15,34,102,0,
2019-20,32,MIN,NBA,C,14,1,338,64,128,.500,17,46,.370,47,82,.573,.566,23,34,.676,17,49,66,53,19,19,33,46,168,0,
