Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,27,PHI,NBA,SG,6.0,0.0,45.0,3.0,11.0,0.273,2.0,7.0,0.286,1.0,4.0,0.25,0.364,3.0,4.0,0.75,1.0,3.0,4.0,0.0,3.0,0.0,0.0,6.0,11.0,0.0,
2009-10,28,MIL,NBA,SG,3.0,0.0,11.0,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,
2010-11,29,OKC,NBA,SG,2.0,0.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,
2011-12,30,OKC,NBA,SG,5.0,0.0,21.0,4.0,11.0,0.364,2.0,5.0,0.4,2.0,6.0,0.333,0.455,1.0,2.0,0.5,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,11.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,0.0,83.0,11.0,30.0,0.367,6.0,16.0,0.375,5.0,14.0,0.357,0.467,4.0,6.0,0.667,2.0,6.0,8.0,4.0,5.0,1.0,2.0,9.0,32.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,425.0,56.0,154.0,0.367,31.0,82.0,0.375,26.0,72.0,0.357,0.467,21.0,31.0,0.667,10.0,31.0,41.0,21.0,26.0,5.0,10.0,46.0,164.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,7.0,0.0,27.0,6.0,13.0,0.462,4.0,7.0,0.571,2.0,6.0,0.333,0.615,1.0,2.0,0.5,1.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,17.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,6.0,0.0,45.0,3.0,11.0,0.273,2.0,7.0,0.286,1.0,4.0,0.25,0.364,3.0,4.0,0.75,1.0,3.0,4.0,0.0,3.0,0.0,0.0,6.0,11.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,3.0,0.0,11.0,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,
