"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2008-09,19.0,STBONNY,30,754,154,256,0,1,68,111,64,180,7,17,81,62,99,376,0.602,0.0,0.613,25.1,12.5,6.0,0.2
2009-10,20.0,STBONNY,30,907,198,351,0,0,95,125,72,213,15,6,55,55,90,491,0.564,,0.76,30.2,16.4,7.1,0.5
2010-11,21.0,STBONNY,31,1049,237,415,6,23,165,232,52,225,32,17,45,99,92,645,0.571,0.261,0.711,33.8,20.8,7.3,1.0
2011-12,22.0,STBONNY,32,962,220,385,23,53,128,165,83,269,33,21,63,80,90,591,0.571,0.434,0.776,30.1,18.5,8.4,1.0
Career,,,123,3672,809,1407,29,77,456,633,271,887,87,61,244,296,371,2103,0.575,0.377,0.72,29.9,17.1,7.2,0.7
