Season,Team,Lg,Salary
2004-05,Boston Celtics,NBA,"$901,920"
2005-06,Boston Celtics,NBA,"$969,696"
2006-07,Boston Celtics,NBA,"$1,037,280"
2007-08,Boston Celtics,NBA,"$1,868,141"
2008-09,Boston Celtics,NBA,"$2,500,000"
2009-10,Boston Celtics,NBA,"$2,500,000"
2010-11,Memphis Grizzlies,NBA,"$3,000,000"
2011-12,Memphis Grizzlies,NBA,"$3,150,000"
2012-13,Memphis Grizzlies,NBA,"$3,300,000"
2013-14,Memphis Grizzlies,NBA,"$4,494,382"
2014-15,Memphis Grizzlies,NBA,"$4,831,461"
2015-16,Memphis Grizzlies,NBA,"$5,168,539"
2016-17,Memphis Grizzlies,NBA,"$5,505,618"
2017-18,Chicago Bulls,NBA,"$1,471,382"
Career,(may be incomplete),,"$40,698,419"
