Season,Team,Lg,Salary
2006-07,Utah Jazz,NBA,"$412,718"
2008-09,Washington Wizards,NBA,"$184,157"
2008-09,Phoenix Suns,NBA,"$54,410"
Career,(may be incomplete),,"$651,285"
