Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,21,WAS,NBA,SF,4.0,0.0,10.0,0.0,23.5,0.0,0.0,14.1,0.0,0.0,9.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,122.0,
2021-22,22,TOR,NBA,SF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,35.1,35.1,1.0,0.0,17.5,17.5,0.0,0.0,0.0,0.0,17.5,35.1,250.0,118.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5.0,0.0,13.0,0.0,18.5,0.0,0.0,11.1,0.0,0.0,7.4,0.0,0.0,7.4,7.4,1.0,0.0,3.7,3.7,0.0,0.0,3.7,0.0,3.7,7.4,41.0,121.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,4.0,0.0,10.0,0.0,23.5,0.0,0.0,14.1,0.0,0.0,9.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,122.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,35.1,35.1,1.0,0.0,17.5,17.5,0.0,0.0,0.0,0.0,17.5,35.1,250.0,118.0,
