"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2009-10,23,MIL,NBA,PF,7.0,7.0,178.0,0.52,0.542,0.0,0.52,0.6,0.544,0.4,0.04,113.0,110.0,0.0,104.0,79.0,100.0,133.0,18.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,26,MIL,NBA,SF,4.0,4.0,136.0,0.435,0.526,0.0,0.435,0.722,0.534,0.783,0.174,96.0,109.0,0.0,88.0,96.0,100.0,289.0,71.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,29,LAC,NBA,PF,5.0,5.0,78.0,0.667,0.667,,0.667,1.0,0.699,0.167,0.0,147.0,136.0,,133.0,132.0,129.0,60.0,0.0,
2016-17,30,LAC,NBA,SF,7.0,7.0,224.0,0.395,0.444,0.313,0.453,0.7,0.512,0.465,0.372,86.0,88.0,87.0,88.0,91.0,93.0,172.0,118.0,
2017-18,31,HOU,NBA,PF,9.0,0.0,149.0,0.25,0.286,0.2,0.292,0.571,0.32,0.194,0.417,54.0,56.0,55.0,56.0,74.0,58.0,77.0,124.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,32.0,23.0,765.0,0.418,0.479,0.216,0.443,0.667,0.492,0.418,0.234,91.0,97.0,60.0,87.0,88.0,90.0,151.0,76.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,12.0,12.0,302.0,0.429,0.485,0.313,0.48,0.714,0.532,0.429,0.327,94.0,97.0,87.0,94.0,93.0,97.0,158.0,103.0,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,11.0,11.0,314.0,0.493,0.537,0.0,0.493,0.658,0.541,0.521,0.082,108.0,110.0,0.0,99.0,87.0,100.0,182.0,35.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,9.0,0.0,149.0,0.25,0.286,0.2,0.292,0.571,0.32,0.194,0.417,54.0,56.0,55.0,56.0,74.0,58.0,77.0,124.0,
