"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2008-09,22,MIL,NBA,PF,82.0,52.0,2114.0,0.462,0.466,0.0,0.462,0.729,0.516,0.391,0.008,101.0,96.0,0.0,93.0,95.0,95.0,128.0,4.0,-36.8,-32.6,
2009-10,23,MIL,NBA,PF,73.0,62.0,1866.0,0.48,0.486,0.353,0.488,0.699,0.53,0.36,0.046,104.0,99.0,100.0,97.0,92.0,98.0,120.0,21.0,-9.5,-11.2,DPOY-17
2010-11,24,MIL,NBA,PF,79.0,52.0,2093.0,0.463,0.47,0.0,0.463,0.707,0.518,0.439,0.016,101.0,97.0,0.0,93.0,93.0,96.0,146.0,7.0,-30.6,-24.0,
2011-12,25,MIL,NBA,PF,43.0,22.0,1009.0,0.51,0.514,0.25,0.511,0.641,0.544,0.395,0.015,114.0,108.0,72.0,105.0,85.0,103.0,143.0,7.0,12.6,10.1,
2012-13,26,MIL,NBA,SF,58.0,45.0,1326.0,0.401,0.406,0.351,0.418,0.571,0.447,0.334,0.098,88.0,84.0,98.0,84.0,76.0,84.0,124.0,40.0,-59.3,-75.4,
2013-14,27,2TM,NBA,PF,64.0,7.0,1003.0,0.451,0.472,0.235,0.461,0.687,0.503,0.347,0.088,99.0,97.0,65.0,92.0,91.0,93.0,122.0,34.0,-15.4,-16.7,
2013-14,27,SAC,NBA,SF,9.0,5.0,196.0,0.469,0.483,0.333,0.484,0.692,0.53,0.406,0.094,103.0,99.0,93.0,97.0,92.0,98.0,143.0,36.0,-1.1,-0.8,
2013-14,27,MIN,NBA,PF,55.0,2.0,807.0,0.447,0.469,0.214,0.457,0.685,0.498,0.335,0.087,98.0,96.0,60.0,91.0,91.0,92.0,118.0,34.0,-14.3,-15.9,
2014-15,28,PHI,NBA,PF,67.0,61.0,1916.0,0.395,0.435,0.307,0.443,0.589,0.466,0.256,0.318,88.0,90.0,88.0,89.0,79.0,87.0,94.0,118.0,-66.8,-96.1,
2015-16,29,LAC,NBA,PF,75.0,61.0,1274.0,0.454,0.485,0.325,0.486,0.526,0.498,0.275,0.193,100.0,99.0,92.0,97.0,70.0,92.0,100.0,68.0,-7.0,-20.2,
2016-17,30,LAC,NBA,SF,80.0,76.0,1787.0,0.505,0.552,0.391,0.562,0.678,0.581,0.23,0.291,111.0,110.0,109.0,109.0,88.0,105.0,85.0,92.0,36.6,24.1,
2017-18,31,HOU,NBA,PF,61.0,15.0,1564.0,0.481,0.599,0.364,0.572,0.684,0.595,0.275,0.501,105.0,117.0,101.0,110.0,89.0,107.0,109.0,149.0,35.4,29.8,6MOY-12
2018-19,32,LAC,NBA,PF,4.0,0.0,61.0,0.444,0.5,0.333,0.5,0.4,0.495,0.278,0.333,97.0,96.0,94.0,95.0,52.0,88.0,107.0,93.0,-0.9,-2.6,
2019-20,33,HOU,NBA,PF,3.0,0.0,25.0,0.4,0.667,0.0,0.4,0.5,0.425,0.4,0.4,87.0,127.0,0.0,76.0,65.0,75.0,154.0,104.0,-1.3,-1.6,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,689.0,453.0,16038.0,0.454,0.478,0.334,0.482,0.659,0.516,0.328,0.167,100.0,98.0,94.0,96.0,87.0,95.0,116.0,58.0,-143.0,-216.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (5 Yrs),MIL (5 Yrs),MIL (5 Yrs),MIL (5 Yrs),,335.0,233.0,8408.0,0.46,0.466,0.29,0.465,0.679,0.51,0.385,0.036,101.0,96.0,81.0,94.0,89.0,95.0,132.0,15.0,-123.6,-133.1,
LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),,159.0,137.0,3122.0,0.486,0.526,0.372,0.534,0.611,0.55,0.247,0.259,106.0,105.0,104.0,105.0,80.0,100.0,91.0,84.0,28.7,1.3,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,64.0,15.0,1589.0,0.48,0.6,0.36,0.57,0.68,0.592,0.277,0.5,104.0,118.0,100.0,109.0,89.0,106.0,110.0,148.0,34.1,28.2,
