Season,Team,Lg,Salary
2015-16,Minnesota Timberwolves,NBA,"$1,282,080"
2016-17,Minnesota Timberwolves,NBA,"$1,339,680"
2017-18,Minnesota Timberwolves,NBA,"$1,471,382"
2018-19,Minnesota Timberwolves,NBA,"$2,444,053"
2019-20,Memphis Grizzlies,NBA,"$8,400,000"
2020-21,Memphis Grizzlies,NBA,"$7,965,100"
2021-22,Memphis Grizzlies,NBA,"$7,600,000"
2022-23,Memphis Grizzlies,NBA,"$15,000,000"
2023-24,Washington Wizards,NBA,"$14,000,000"
2024-25,Phoenix Suns,NBA,"$2,087,519"
Career,(may be incomplete),,"$61,589,814"
