Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,21,BOS,NBA,PG,39.0,0.0,311.0,4.5,16.6,0.274,0.9,4.2,0.222,3.6,12.4,0.291,0.302,1.3,1.6,0.8,3.8,6.1,9.9,5.8,0.9,0.2,3.0,3.6,11.3,81.0,107.0,
2016-17,22,BOS,NBA,PG,74.0,0.0,1263.0,5.9,16.1,0.367,2.2,7.0,0.318,3.7,9.1,0.405,0.437,2.0,2.6,0.773,1.6,7.3,8.9,5.1,1.8,0.4,1.8,2.7,16.1,100.0,108.0,
2017-18,23,BOS,NBA,PG,80.0,16.0,2068.0,7.6,19.3,0.395,3.7,9.7,0.381,3.9,9.6,0.41,0.491,2.8,3.6,0.772,1.5,7.6,9.1,5.6,1.9,0.5,1.9,3.0,21.7,109.0,104.0,6MOY-10
2018-19,24,BOS,NBA,PG,79.0,14.0,1791.0,6.9,17.9,0.387,3.2,9.1,0.353,3.7,8.8,0.422,0.477,2.0,2.5,0.785,0.9,7.4,8.3,6.2,1.8,0.6,1.8,2.7,19.0,106.0,108.0,
2019-20,25,CHO,NBA,PG,63.0,63.0,2164.0,9.2,21.8,0.423,4.0,9.8,0.407,5.2,12.0,0.436,0.514,3.8,4.4,0.874,1.2,5.2,6.4,6.0,1.4,0.2,3.3,2.9,26.3,108.0,115.0,
2020-21,26,CHO,NBA,SG,69.0,69.0,2383.0,10.5,23.2,0.45,4.5,11.7,0.389,5.9,11.5,0.512,0.548,3.4,4.1,0.817,1.0,5.2,6.2,6.0,1.8,0.5,2.6,2.4,28.8,113.0,114.0,
2021-22,27,CHO,NBA,SG,73.0,73.0,2458.0,10.1,22.8,0.444,4.3,11.6,0.374,5.8,11.2,0.516,0.539,2.9,3.4,0.852,1.1,5.1,6.1,6.4,1.8,0.5,1.9,2.3,27.5,117.0,115.0,
2022-23,28,CHO,NBA,SG,63.0,63.0,2221.0,10.6,25.5,0.415,3.5,10.8,0.327,7.0,14.6,0.48,0.484,3.8,4.7,0.809,1.1,4.5,5.6,6.8,1.6,0.3,2.9,2.6,28.5,106.0,117.0,
2023-24,29,2TM,NBA,SG,61.0,60.0,2040.0,10.7,24.3,0.443,3.6,10.0,0.363,7.1,14.3,0.498,0.518,4.2,4.8,0.869,0.9,5.2,6.0,8.3,1.5,0.5,2.6,2.5,29.3,114.0,118.0,
2023-24,29,CHO,NBA,SG,30.0,30.0,1065.0,11.7,25.4,0.459,3.8,10.8,0.358,7.8,14.7,0.533,0.535,5.1,6.0,0.845,0.8,4.6,5.4,9.2,1.5,0.6,3.0,2.4,32.3,116.0,121.0,
2023-24,29,MIA,NBA,PG,31.0,30.0,975.0,9.7,23.0,0.423,3.4,9.1,0.371,6.3,13.9,0.458,0.497,3.2,3.5,0.913,0.9,5.7,6.7,7.4,1.6,0.5,2.1,2.5,26.0,111.0,113.0,
2024-25,30,MIA,NBA,PG,64.0,23.0,1658.0,7.5,19.1,0.391,2.7,9.3,0.295,4.7,9.8,0.48,0.462,2.8,3.2,0.852,1.3,5.8,7.2,5.0,1.1,0.4,2.3,2.2,20.4,103.0,116.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,665.0,381.0,18357.0,9.0,21.5,0.418,3.6,10.0,0.361,5.4,11.5,0.468,0.502,3.1,3.8,0.829,1.2,5.8,7.0,6.2,1.6,0.4,2.4,2.6,24.7,109.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHO (5 Yrs),CHO (5 Yrs),CHO (5 Yrs),CHO (5 Yrs),,298.0,298.0,10291.0,10.3,23.5,0.436,4.1,11.0,0.372,6.2,12.6,0.492,0.523,3.6,4.3,0.838,1.0,5.0,6.0,6.6,1.6,0.4,2.7,2.5,28.3,112.0,116.0,
BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),,272.0,30.0,5433.0,6.8,18.0,0.38,3.0,8.6,0.354,3.8,9.4,0.404,0.465,2.2,2.9,0.777,1.4,7.4,8.8,5.7,1.8,0.5,1.9,2.9,18.9,105.0,106.0,
MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),,95.0,53.0,2633.0,8.3,20.5,0.404,3.0,9.2,0.323,5.3,11.3,0.47,0.476,2.9,3.4,0.876,1.2,5.8,7.0,5.9,1.3,0.4,2.3,2.3,22.5,106.0,115.0,
