Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,22,BOS,NBA,SG,5,0,41,2,9,0.222,1,5,0.2,1,4,0.25,0.278,0,0,1,5,6,3,0,1,1,3,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,41,2,9,0.222,1,5,0.2,1,4,0.25,0.278,0,0,1,5,6,3,0,1,1,3,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,672,33,148,0.222,16,82,0.2,16,66,0.25,0.278,0,0,16,82,98,49,0,16,16,49,82,0,
