Season,Team,Lg,Salary
2013-14,Portland Trail Blazers,NBA,"$2,316,720"
2014-15,Portland Trail Blazers,NBA,"$2,421,000"
2015-16,Portland Trail Blazers,NBA,"$2,525,160"
2016-17,Portland Trail Blazers,NBA,"$3,219,579"
2017-18,Portland Trail Blazers,NBA,"$23,962,573"
2018-19,Portland Trail Blazers,NBA,"$25,759,766"
2019-20,Portland Trail Blazers,NBA,"$27,556,959"
2020-21,Portland Trail Blazers,NBA,"$29,354,152"
2021-22,New Orleans Pelicans,NBA,"$30,864,198"
2022-23,New Orleans Pelicans,NBA,"$33,333,333"
2023-24,New Orleans Pelicans,NBA,"$35,802,469"
2024-25,New Orleans Pelicans,NBA,"$33,333,333"
Career,(may be incomplete),,"$250,449,242"
