Season,Team,Lg,Salary
2017-18,Los Angeles Clippers,NBA,"$815,615"
2018-19,Los Angeles Clippers,NBA,"$1,378,242"
2018-19,Oklahoma City Thunder,NBA,< $Minimum
Career,(may be incomplete),,"$2,193,857"
