"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2015-16,19.0,OKSTATE,22,635,97,206,19,40,70,84,10,96,108,25,4,56,54,283,0.471,0.475,0.833,28.9,12.9,4.4,4.9
2016-17,20.0,OKSTATE,32,936,211,482,36,95,155,191,24,110,204,57,4,90,74,613,0.438,0.379,0.812,29.3,19.2,3.4,6.4
Career,,,54,1571,308,688,55,135,225,275,34,206,312,82,8,146,128,896,0.448,0.407,0.818,29.1,16.6,3.8,5.8
