Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,PHO,@,LAL,"W, 125-108",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
2025-11-29,PHO,,DEN,"L, 112-130",,4,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,1
2025-11-24,PHO,,HOU,"L, 92-114",,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
2025-11-13,PHO,,IND,"W, 133-98",,6,1,2,0.5,0,1,0.0,0,0,,0,2,2,0,0,1,1,2,2,0.5,-4
2025-11-10,PHO,,NOP,"W, 121-98",,4,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,1,2,1,0,-1.8,1
