Season,Team,Lg,Salary
2004-05,Toronto Raptors,NBA,"$2,082,720"
2005-06,Toronto Raptors,NBA,"$2,238,960"
2006-07,Utah Jazz,NBA,"$2,395,200"
Career,(may be incomplete),,"$6,716,880"
