Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,25,BOS,NBA,PG,17.0,0.0,128.0,24.0,64.0,0.375,11.0,33.0,0.333,13.0,31.0,0.419,0.461,12.0,15.0,0.8,4.0,10.0,14.0,18.0,6.0,1.0,7.0,16.0,71.0,0.0,
2010-11,26,OKC,NBA,PG,3.0,0.0,12.0,2.0,7.0,0.286,2.0,6.0,0.333,0.0,1.0,0.0,0.429,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,28,CHI,NBA,PG,12.0,8.0,404.0,71.0,163.0,0.436,22.0,65.0,0.338,49.0,98.0,0.5,0.503,31.0,41.0,0.756,6.0,26.0,32.0,53.0,12.0,2.0,32.0,38.0,195.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,32.0,8.0,544.0,97.0,234.0,0.415,35.0,104.0,0.337,62.0,130.0,0.477,0.489,45.0,58.0,0.776,10.0,36.0,46.0,72.0,18.0,3.0,39.0,55.0,274.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,21.0,1394.0,249.0,600.0,0.415,90.0,267.0,0.337,159.0,333.0,0.477,0.489,115.0,149.0,0.776,26.0,92.0,118.0,185.0,46.0,8.0,100.0,141.0,702.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,17.0,0.0,128.0,24.0,64.0,0.375,11.0,33.0,0.333,13.0,31.0,0.419,0.461,12.0,15.0,0.8,4.0,10.0,14.0,18.0,6.0,1.0,7.0,16.0,71.0,0.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,12.0,8.0,404.0,71.0,163.0,0.436,22.0,65.0,0.338,49.0,98.0,0.5,0.503,31.0,41.0,0.756,6.0,26.0,32.0,53.0,12.0,2.0,32.0,38.0,195.0,0.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,3.0,0.0,12.0,2.0,7.0,0.286,2.0,6.0,0.333,0.0,1.0,0.0,0.429,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,
