Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2011-12,25,UTA,NBA,SF,4.0,0.0,73.0,11.0,0.5,0.263,0.0,9.2,13.1,10.9,7.4,1.4,1.1,13.6,13.1,0.0,0.0,0.0,0.025,-1.5,0.9,-0.7,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,27,ATL,NBA,SF,7.0,7.0,246.0,10.0,0.576,0.449,0.224,5.2,10.8,7.9,8.3,1.1,1.1,12.9,11.7,0.2,0.3,0.5,0.107,-0.4,0.1,-0.3,0.1,
2014-15,28,ATL,NBA,SF,16.0,16.0,558.0,16.8,0.597,0.407,0.232,5.0,13.6,9.3,9.5,1.7,0.7,7.1,17.1,1.2,0.6,1.8,0.157,2.1,0.6,2.7,0.7,
2015-16,29,TOR,NBA,SF,20.0,19.0,596.0,9.9,0.506,0.497,0.226,4.4,12.4,8.1,4.8,1.6,1.0,9.3,15.0,0.3,0.5,0.8,0.062,-1.1,0.6,-0.6,0.2,
2016-17,30,TOR,NBA,SF,10.0,7.0,155.0,10.4,0.513,0.595,0.243,3.2,17.8,10.5,5.1,2.7,2.9,10.9,13.9,-0.1,0.2,0.2,0.06,-1.3,2.2,0.9,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,32,BRK,NBA,PF,5.0,3.0,119.0,5.3,0.397,0.632,0.211,4.8,13.1,8.6,2.3,1.6,0.0,6.7,15.2,-0.1,0.0,-0.1,-0.056,-3.4,-2.0,-5.4,-0.1,
2019-20,33,HOU,NBA,C,2.0,0.0,6.0,14.9,0.5,0.0,0.0,0.0,58.7,27.9,27.5,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.17,-3.6,4.5,0.9,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,64.0,52.0,1753.0,11.9,0.539,0.466,0.218,4.8,13.3,8.9,6.8,1.6,1.0,9.0,15.1,1.7,1.6,3.3,0.089,-0.2,0.5,0.3,1.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,67.0,2246.0,11.9,0.539,0.466,0.218,4.8,13.3,8.9,6.8,1.6,1.0,9.0,15.1,2.1,2.0,4.2,0.089,-0.2,0.5,0.3,1.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,30.0,26.0,751.0,10.0,0.507,0.515,0.23,4.1,13.5,8.6,4.8,1.8,1.4,9.6,14.8,0.3,0.7,1.0,0.062,-1.2,0.9,-0.3,0.3,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,23.0,23.0,804.0,14.7,0.593,0.416,0.23,5.1,12.8,8.9,9.1,1.5,0.8,8.5,15.5,1.5,0.9,2.4,0.141,1.3,0.4,1.7,0.8,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,5.0,3.0,119.0,5.3,0.397,0.632,0.211,4.8,13.1,8.6,2.3,1.6,0.0,6.7,15.2,-0.1,0.0,-0.1,-0.056,-3.4,-2.0,-5.4,-0.1,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,4.0,0.0,73.0,11.0,0.5,0.263,0.0,9.2,13.1,10.9,7.4,1.4,1.1,13.6,13.1,0.0,0.0,0.0,0.025,-1.5,0.9,-0.7,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,2.0,0.0,6.0,14.9,0.5,0.0,0.0,0.0,58.7,27.9,27.5,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.17,-3.6,4.5,0.9,0.0,
