Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,20,NJN,NBA,C,82.0,75.0,2501.0,448.0,844.0,0.531,0.0,2.0,0.0,448.0,842.0,0.532,0.531,172.0,217.0,0.793,225.0,440.0,665.0,86.0,44.0,151.0,147.0,257.0,1068.0,0.0,ROY-3
2009-10,21,NJN,NBA,C,82.0,82.0,3027.0,563.0,1129.0,0.499,0.0,2.0,0.0,563.0,1127.0,0.5,0.499,416.0,509.0,0.817,270.0,439.0,709.0,187.0,55.0,139.0,204.0,251.0,1542.0,0.0,
2010-11,22,NJN,NBA,C,82.0,82.0,2889.0,644.0,1309.0,0.492,0.0,1.0,0.0,644.0,1308.0,0.492,0.492,385.0,489.0,0.787,197.0,291.0,488.0,129.0,47.0,120.0,176.0,240.0,1673.0,0.0,
2011-12,23,NJN,NBA,C,5.0,5.0,136.0,38.0,77.0,0.494,0.0,0.0,,38.0,77.0,0.494,0.494,20.0,32.0,0.625,8.0,10.0,18.0,6.0,1.0,4.0,6.0,8.0,96.0,0.0,
2012-13,24,BRK,NBA,C,74.0,74.0,2253.0,570.0,1094.0,0.521,0.0,1.0,0.0,570.0,1093.0,0.522,0.521,297.0,392.0,0.758,208.0,304.0,512.0,70.0,33.0,154.0,131.0,152.0,1437.0,0.0,AS
2013-14,25,BRK,NBA,C,17.0,17.0,533.0,129.0,229.0,0.563,0.0,1.0,0.0,129.0,228.0,0.566,0.563,94.0,115.0,0.817,39.0,63.0,102.0,16.0,9.0,30.0,28.0,52.0,352.0,0.0,
2014-15,26,BRK,NBA,C,72.0,44.0,2100.0,506.0,987.0,0.513,1.0,10.0,0.1,505.0,977.0,0.517,0.513,223.0,274.0,0.814,214.0,321.0,535.0,50.0,43.0,126.0,104.0,206.0,1236.0,0.0,
2015-16,27,BRK,NBA,C,73.0,73.0,2457.0,591.0,1157.0,0.511,2.0,14.0,0.143,589.0,1143.0,0.515,0.512,317.0,403.0,0.787,204.0,369.0,573.0,147.0,58.0,124.0,175.0,215.0,1501.0,0.0,
2016-17,28,BRK,NBA,C,75.0,75.0,2222.0,555.0,1172.0,0.474,134.0,387.0,0.346,421.0,785.0,0.536,0.531,295.0,364.0,0.81,121.0,282.0,403.0,176.0,38.0,124.0,184.0,192.0,1539.0,0.0,
2017-18,29,LAL,NBA,C,74.0,72.0,1735.0,369.0,793.0,0.465,112.0,325.0,0.345,257.0,468.0,0.549,0.536,111.0,158.0,0.703,74.0,220.0,294.0,126.0,30.0,98.0,98.0,195.0,961.0,0.0,
2018-19,30,MIL,NBA,C,81.0,81.0,2322.0,355.0,786.0,0.452,187.0,512.0,0.365,168.0,274.0,0.613,0.571,112.0,133.0,0.842,33.0,363.0,396.0,98.0,51.0,179.0,82.0,189.0,1009.0,0.0,
2019-20,31,MIL,NBA,C,68.0,67.0,1817.0,292.0,671.0,0.435,102.0,325.0,0.314,190.0,346.0,0.549,0.511,127.0,152.0,0.836,58.0,254.0,312.0,99.0,46.0,163.0,70.0,163.0,813.0,0.0,"DPOY-10,DEF2"
2020-21,32,MIL,NBA,C,70.0,70.0,1902.0,322.0,640.0,0.503,95.0,281.0,0.338,227.0,359.0,0.632,0.577,120.0,142.0,0.845,104.0,243.0,347.0,50.0,40.0,103.0,64.0,149.0,859.0,0.0,
2021-22,33,MIL,NBA,C,13.0,11.0,298.0,61.0,131.0,0.466,19.0,53.0,0.358,42.0,78.0,0.538,0.538,20.0,23.0,0.87,19.0,34.0,53.0,6.0,8.0,15.0,12.0,34.0,161.0,0.0,
2022-23,34,MIL,NBA,C,78.0,78.0,2373.0,477.0,899.0,0.531,136.0,364.0,0.374,341.0,535.0,0.637,0.606,149.0,190.0,0.784,157.0,363.0,520.0,99.0,37.0,193.0,107.0,203.0,1239.0,0.0,"DPOY-2,DEF1"
2023-24,35,MIL,NBA,C,79.0,79.0,2411.0,366.0,755.0,0.485,148.0,404.0,0.366,218.0,351.0,0.621,0.583,110.0,134.0,0.821,117.0,292.0,409.0,127.0,43.0,189.0,79.0,191.0,990.0,0.0,
2024-25,36,MIL,NBA,C,80.0,80.0,2546.0,394.0,774.0,0.509,139.0,373.0,0.373,255.0,401.0,0.636,0.599,114.0,138.0,0.826,113.0,288.0,401.0,143.0,50.0,148.0,84.0,171.0,1041.0,0.0,
