Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,21,LAL,NBA,C,43.0,5.0,446.0,5.7,13.8,0.415,1.8,6.2,0.286,4.0,7.6,0.521,0.48,3.5,4.3,0.811,1.4,5.5,6.9,1.9,0.9,1.0,3.1,4.6,16.7,
2019-20,22,WAS,NBA,C,45.0,5.0,835.0,6.3,11.5,0.545,1.1,3.4,0.313,5.2,8.0,0.645,0.592,3.4,4.1,0.821,2.4,7.0,9.4,2.4,1.2,0.8,2.8,6.6,16.9,
2020-21,23,3TM,NBA,C,45.0,24.0,722.0,5.2,11.4,0.454,1.5,4.5,0.341,3.6,6.9,0.529,0.522,3.5,4.3,0.816,1.3,5.9,7.3,2.5,1.3,0.9,2.1,5.4,15.5,
2020-21,23,WAS,NBA,C,25.0,13.0,375.0,6.0,11.7,0.508,1.2,4.0,0.31,4.7,7.7,0.613,0.561,3.9,5.0,0.788,1.2,5.8,7.0,3.1,2.1,0.8,2.0,6.0,17.1,
2020-21,23,BOS,NBA,C,9.0,1.0,61.0,2.4,8.3,0.286,1.2,3.5,0.333,1.2,4.7,0.25,0.357,0.6,1.2,0.5,1.8,9.4,11.2,3.5,0.0,0.6,5.3,5.9,6.5,
2020-21,23,ORL,NBA,C,11.0,10.0,286.0,4.8,11.7,0.409,2.0,5.4,0.372,2.8,6.3,0.44,0.495,3.7,4.2,0.879,1.4,5.4,6.8,1.5,0.5,1.1,1.6,4.5,15.2,
2021-22,24,ORL,NBA,C,63.0,3.0,960.0,7.4,14.9,0.497,2.5,7.5,0.328,4.9,7.3,0.672,0.581,3.9,4.8,0.806,1.6,7.1,8.7,3.3,0.7,0.5,2.1,4.6,21.2,
2022-23,25,ORL,NBA,C,57.0,18.0,1109.0,6.4,12.9,0.5,1.7,5.3,0.313,4.8,7.6,0.631,0.564,5.0,5.9,0.841,2.2,6.2,8.4,2.7,1.2,0.4,2.2,4.4,19.5,
2023-24,26,ORL,NBA,C,80.0,1.0,1415.0,8.4,14.0,0.601,1.0,2.9,0.33,7.5,11.1,0.673,0.636,4.2,5.2,0.814,3.0,5.9,8.8,2.4,1.0,0.5,2.5,4.1,22.1,
2024-25,27,ORL,NBA,C,30.0,1.0,564.0,8.9,15.9,0.562,1.7,4.8,0.36,7.2,11.1,0.649,0.616,5.0,7.0,0.718,2.6,6.9,9.4,2.7,1.5,0.8,3.1,3.5,24.6,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,363.0,57.0,6051.0,7.1,13.4,0.525,1.5,4.8,0.324,5.5,8.7,0.636,0.583,4.1,5.1,0.807,2.2,6.4,8.5,2.6,1.1,0.6,2.5,4.7,19.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,241.0,33.0,4334.0,7.5,14.0,0.537,1.6,5.0,0.332,5.9,9.0,0.649,0.595,4.4,5.5,0.807,2.3,6.3,8.6,2.7,1.0,0.6,2.4,4.2,21.1,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,70.0,18.0,1210.0,6.2,11.5,0.534,1.1,3.6,0.311,5.0,7.9,0.635,0.582,3.5,4.4,0.81,2.1,6.6,8.7,2.6,1.5,0.8,2.6,6.4,17.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,43.0,5.0,446.0,5.7,13.8,0.415,1.8,6.2,0.286,4.0,7.6,0.521,0.48,3.5,4.3,0.811,1.4,5.5,6.9,1.9,0.9,1.0,3.1,4.6,16.7,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,9.0,1.0,61.0,2.4,8.3,0.286,1.2,3.5,0.333,1.2,4.7,0.25,0.357,0.6,1.2,0.5,1.8,9.4,11.2,3.5,0.0,0.6,5.3,5.9,6.5,
