Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2023-24,24,DEN,NBA,SG,3,0,3.7,0.7,1.0,0.667,0.0,0.3,0.0,0.7,0.7,1.0,0.667,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,1.3,
2024-25,25,DEN,NBA,SG,8,0,7.1,0.6,1.9,0.333,0.4,1.1,0.333,0.3,0.8,0.333,0.433,0.0,0.0,0.0,0.9,0.9,0.6,0.0,0.1,0.8,0.4,1.6,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11,0,6.2,0.6,1.6,0.389,0.3,0.9,0.3,0.4,0.7,0.5,0.472,0.0,0.0,0.0,0.7,0.7,0.5,0.0,0.2,0.5,0.4,1.5,
