Season,Team,Lg,Salary
2005-06,Boston Celtics,NBA,"$1,253,040"
2006-07,Boston Celtics,NBA,"$1,347,000"
2007-08,Houston Rockets,NBA,"$1,440,960"
2008-09,Dallas Mavericks,NBA,"$854,957"
2011-12,New Jersey Nets,NBA,"$443,181"
2011-12,Los Angeles Lakers,NBA,"$73,818"
2012-13,Indiana Pacers,NBA,"$3,500,000"
2013-14,Phoenix Suns,NBA,"$3,500,000"
2014-15,Phoenix Suns,NBA,"$3,500,000"
2015-16,Miami Heat,NBA,"$1,356,000"
2016-17,Boston Celtics,NBA,"$1,410,598"
2017-18,Houston Rockets,NBA,"$872,854"
2018-19,Houston Rockets,NBA,"$2,393,887"
2019-20,Denver Nuggets,NBA,"$2,564,753"
Career,(may be incomplete),,"$24,511,048"
