"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2017-18,23,LAC,NBA,SG,73.0,16.0,1156.0,0.429,0.448,0.377,0.479,0.67,0.519,0.378,0.262,93.0,88.0,104.0,92.0,87.0,93.0,150.0,78.0,-19.9,-20.2,
2018-19,24,LAC,NBA,SG,64.0,1.0,313.0,0.347,0.412,0.2,0.378,0.735,0.485,0.694,0.306,75.0,79.0,56.0,72.0,96.0,87.0,268.0,85.0,-14.4,-9.6,
2019-20,25,NOP,NBA,SF,2.0,0.0,35.0,0.545,0.571,0.5,0.636,0.5,0.627,0.364,0.364,119.0,109.0,140.0,120.0,65.0,111.0,140.0,95.0,2.4,1.6,
2020-21,26,2TM,NBA,SG,21.0,1.0,217.0,0.326,0.348,0.304,0.402,0.5,0.414,0.174,0.5,70.0,66.0,83.0,75.0,64.0,72.0,70.0,128.0,-12.5,-15.6,
2020-21,26,NOP,NBA,SG,14.0,1.0,73.0,0.333,0.333,0.333,0.405,0.0,0.388,0.095,0.429,72.0,63.0,91.0,75.0,0.0,68.0,39.0,109.0,-5.6,-8.0,
2020-21,26,ORL,NBA,SG,7.0,0.0,144.0,0.32,0.364,0.286,0.4,0.667,0.434,0.24,0.56,69.0,69.0,78.0,74.0,86.0,76.0,97.0,143.0,-6.9,-7.6,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,160.0,18.0,1721.0,0.407,0.436,0.34,0.459,0.672,0.504,0.395,0.304,88.0,85.0,94.0,88.0,88.0,90.0,156.0,86.0,-44.4,-43.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,137.0,17.0,1469.0,0.415,0.442,0.342,0.461,0.689,0.512,0.433,0.27,90.0,86.0,95.0,88.0,90.0,92.0,171.0,79.0,-34.3,-29.8,
NOP (2 Yrs),NOP (2 Yrs),NOP (2 Yrs),NOP (2 Yrs),,16.0,1.0,108.0,0.406,0.421,0.385,0.484,0.333,0.476,0.188,0.406,88.0,80.0,106.0,91.0,43.0,84.0,73.0,104.0,-3.2,-6.4,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,7.0,0.0,144.0,0.32,0.364,0.286,0.4,0.667,0.434,0.24,0.56,69.0,69.0,78.0,74.0,86.0,76.0,97.0,143.0,-6.9,-7.6,
