Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,22.0,MIN,NBA,C,1,0,18:11,7,11,0.636,1,4,0.25,2,2,1.0,4,10,0,0,0,1,0,17
2018-19,23.0,MIN,NBA,C,1,0,11:08,5,7,0.714,1,3,0.333,0,0,,2,3,1,1,0,0,0,11
2021-22,26.0,MIN,NBA,C,1,0,14:12,4,8,0.5,1,4,0.25,0,0,,3,6,3,0,0,1,0,9
2023-24,28.0,MIN,NBA,PF,1,0,27:41,23,35,0.657,4,13,0.308,0,0,,3,8,3,0,0,1,0,50
2024-25,29.0,NYK,NBA,C,1,1,6:42,2,3,0.667,2,3,0.667,0,0,,0,3,0,0,0,1,0,6
2024-25,29.0,NYK,NBA,C,1,1,10:40,4,7,0.571,0,2,0.0,0,0,,2,4,1,0,0,0,0,8
Career,,,NBA,,6,2,89,45,71,0.634,9,29,0.31,2,2,1.0,14,34,8,1,0,4,0,101
