Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2021-22,27,NOP,NBA,C,1,0,2,25.7,102.8,0.25,0.0,25.7,0.0,25.7,77.1,0.333,0.25,0.0,0.0,51.4,0.0,51.4,0.0,0.0,0.0,0.0,25.7,51.4,87,125,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,2,25.7,102.8,0.25,0.0,25.7,0.0,25.7,77.1,0.333,0.25,0.0,0.0,51.4,0.0,51.4,0.0,0.0,0.0,0.0,25.7,51.4,87,125,
