Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2016-17,22,NYK,NBA,C,72,22,1324,9.3,17.6,.529,0.2,0.6,.267,9.1,17.0,.538,.533,3.4,4.7,.728,6.4,12.5,19.0,3.6,1.5,1.4,3.8,5.7,22.2,111,107,ROY-5
2017-18,23,2TM,NBA,C,48,1,495,9.0,16.3,.555,0.5,1.2,.417,8.5,15.1,.566,.570,5.9,8.9,.656,6.1,12.1,18.2,3.3,1.8,1.6,3.5,6.4,24.4,117,106,
2017-18,23,NYK,NBA,C,26,0,233,10.4,17.2,.605,0.2,1.1,.200,10.2,16.2,.632,.611,2.6,6.0,.429,4.7,9.6,14.3,4.5,1.7,1.5,5.5,6.8,23.6,102,108,
2017-18,23,CHO,NBA,C,22,1,262,7.8,15.5,.506,0.7,1.3,.571,7.1,14.1,.500,.530,8.7,11.5,.758,7.3,14.3,21.6,2.2,1.9,1.7,1.7,6.0,25.1,131,104,
2018-19,24,CHO,NBA,C,58,3,812,9.2,17.7,.519,0.9,2.3,.385,8.3,15.3,.539,.544,6.0,8.6,.694,7.0,11.6,18.6,3.6,1.0,1.2,3.5,5.9,25.2,118,111,
2019-20,25,CHO,NBA,C,31,0,375,9.9,18.6,.532,0.7,2.9,.227,9.2,15.6,.590,.550,4.9,7.9,.627,5.7,12.2,17.9,3.9,1.3,0.9,4.0,4.3,25.4,110,110,
2020-21,26,NOP,NBA,C,47,12,846,8.6,15.2,.563,0.1,0.6,.100,8.5,14.6,.581,.565,3.5,5.3,.667,6.6,12.3,18.9,2.8,1.2,1.3,1.9,3.9,20.7,125,111,
2021-22,27,NOP,NBA,C,50,8,839,10.0,19.2,.520,0.2,0.7,.333,9.8,18.5,.527,.526,6.4,8.3,.773,8.4,11.5,19.9,3.7,1.2,1.1,3.0,5.7,26.7,122,111,
2022-23,28,NOP,NBA,C,38,2,458,9.4,17.9,.527,0.3,1.2,.273,9.1,16.7,.544,.536,8.6,11.0,.779,6.1,12.9,19.0,3.5,1.8,1.4,4.1,6.8,27.7,118,108,
2023-24,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,344,48,5149,9.3,17.4,.533,0.4,1.2,.306,8.9,16.3,.549,.543,5.1,7.2,.713,6.8,12.1,18.9,3.5,1.4,1.3,3.3,5.5,24.1,117,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP (3 Yrs),NOP (3 Yrs),NOP (3 Yrs),NOP (3 Yrs),,135,22,2143,9.3,17.3,.537,0.2,0.7,.242,9.1,16.6,.550,.542,5.7,7.7,.746,7.2,12.1,19.3,3.3,1.4,1.2,2.8,5.2,24.5,122,111,
CHO (3 Yrs),CHO (3 Yrs),CHO (3 Yrs),CHO (3 Yrs),,111,4,1449,9.1,17.5,.520,0.8,2.3,.353,8.3,15.2,.546,.544,6.2,9.0,.694,6.7,12.2,19.0,3.4,1.2,1.2,3.3,5.5,25.2,118,109,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,98,22,1557,9.5,17.5,.540,0.2,0.6,.250,9.3,16.9,.551,.545,3.3,4.9,.673,6.2,12.1,18.3,3.8,1.6,1.4,4.0,5.8,22.4,110,108,
