Season,Team,Lg,Salary
2008-09,Denver Nuggets,NBA,"$442,114"
2009-10,Toronto Raptors,NBA,"$736,420"
2010-11,Toronto Raptors,NBA,"$854,389"
2015-16,Philadelphia 76ers,NBA,"$2,800,000"
Career,(may be incomplete),,"$4,832,923"
