Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-28,WAS,@,IND,"L, 86-119",*,33,8,19,0.421,1,4,0.25,7,12,0.583,2,7,9,1,2,2,1,1,24,18.1,-14
2025-11-25,WAS,,ATL,"W, 132-113",*,38,11,15,0.733,1,2,0.5,4,8,0.5,3,8,11,0,2,2,1,2,27,25.4,30
2025-11-22,WAS,@,CHI,"L, 120-121",*,28,7,18,0.389,2,6,0.333,0,3,0.0,2,9,11,4,0,0,1,2,16,10.1,-8
2025-11-16,WAS,,BRK,"L, 106-129",*,23,4,12,0.333,1,3,0.333,0,0,,1,2,3,1,0,0,0,6,9,1.8,-2
2025-11-12,WAS,@,HOU,"L, 112-135",*,32,10,15,0.667,2,3,0.667,3,5,0.6,4,7,11,4,0,1,2,3,25,22.9,-16
