Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2000-01,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2001-02,23,WAS,NBA,C,47,0,618,4.7,8.8,.536,0.0,0.0,4.7,8.8,.536,.536,2.4,4.3,.554,3.2,7.3,10.5,0.3,1.0,2.0,1.5,4.4,11.8,
2002-03,24,WAS,NBA,PF,38,0,513,4.3,8.7,.492,0.0,0.0,4.3,8.7,.492,.492,4.2,6.6,.638,4.9,6.7,11.6,0.2,0.6,1.6,2.3,4.6,12.8,
2003-04,25,WAS,NBA,C,79,15,1901,4.9,10.0,.489,0.0,0.0,4.9,10.0,.489,.489,3.6,5.6,.647,3.5,6.5,10.0,1.3,0.7,2.3,2.1,4.1,13.4,
2004-05,26,WAS,NBA,C,47,10,976,4.7,9.4,.502,0.0,0.0,4.7,9.4,.502,.502,2.8,5.3,.528,3.1,5.9,9.0,0.7,0.6,1.9,1.8,4.9,12.2,
2005-06,27,WAS,NBA,C,71,9,1121,4.2,7.9,.533,0.0,0.0,4.2,7.9,.533,.533,2.4,4.0,.600,3.2,5.8,9.0,0.4,0.6,2.2,1.6,4.8,10.8,
2006-07,28,WAS,NBA,C,65,32,1246,4.6,8.0,.574,0.0,0.0,4.6,8.0,.574,.574,2.2,4.0,.558,3.9,7.0,10.9,0.8,0.6,2.6,2.1,4.7,11.4,
2007-08,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness
2008-09,30,WAS,NBA,C,26,7,306,3.8,7.8,.485,0.0,0.0,3.8,7.8,.485,.485,1.9,2.7,.696,2.9,4.8,7.8,0.7,0.4,2.1,2.1,4.1,9.4,
2009-10,31,OKC,NBA,C,23,1,321,3.5,7.6,.456,0.0,0.0,3.5,7.6,.456,.456,1.5,2.5,.591,2.0,5.2,7.2,0.1,0.4,1.8,2.0,4.4,8.4,
2010-11,32,ATL,NBA,C,13,0,82,4.4,9.2,.476,0.0,0.0,4.4,9.2,.476,.476,5.3,6.6,.800,2.6,7.5,10.1,0.9,0.4,1.8,2.2,4.8,14.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,409,74,7084,4.5,8.8,.513,0.0,0.0,4.5,8.8,.513,.513,2.9,4.7,.603,3.4,6.4,9.8,0.8,0.7,2.2,2.0,4.5,11.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (7 Yrs),WAS (7 Yrs),WAS (7 Yrs),WAS (7 Yrs),,373,73,6681,4.6,8.9,.516,0.0,0.0,4.6,8.9,.516,.516,2.9,4.8,.600,3.5,6.4,9.9,0.8,0.7,2.2,2.0,4.5,12.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,23,1,321,3.5,7.6,.456,0.0,0.0,3.5,7.6,.456,.456,1.5,2.5,.591,2.0,5.2,7.2,0.1,0.4,1.8,2.0,4.4,8.4,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,13,0,82,4.4,9.2,.476,0.0,0.0,4.4,9.2,.476,.476,5.3,6.6,.800,2.6,7.5,10.1,0.9,0.4,1.8,2.2,4.8,14.0,
